EmpNo,EmpPU,MasterCustomerCode,JoiningDate,MasterProjectCode,ProjectType,Onsite_Offshore,RoleMapping,TotalExpInYears,AsOfDate
402989,UKDELY,BFSI02,12/26/2022,U912GL,P(U91),Onsite,4,2.95,2025-09-30
1261841,EURDELY,INSUR02,07/21/2000,M205ME,P(M20),Offshore,4,24.03,2025-09-30
1209487,EURDELY,BFSI05,03/24/2006,P407UK,P(P40),Offshore,4,18.66,2025-09-30
921582,USDELY,WEALTH02,06/14/2003,L104LA,P(L10),Offshore,4,24.31,2025-09-30
1255302,EURDELY,CAPMT01,01/28/2006,R609US,P(R60),Offshore,4,19.75,2025-09-30
1696270,INADELY,BFSI04,04/26/2019,R609IN,P(R60),Offshore,6,9.72,2025-09-30
640058,USDELY,WEALTH02,02/03/2014,H710LA,P(H71),Offshore,4,11.66,2025-09-30
1217706,INADELY,INSUR01,07/28/2012,M205ME,P(M20),Offshore,6,12.16,2025-09-30
1251990,LADELY,WEALTH01,03/16/2001,G601GL,P(G60),Offshore,7,26.5,2025-09-30
1682867,USDELY,BFSI04,05/25/2022,D305ME,P(D30),Offshore,4,3.03,2025-09-30
1509959,UKDELY,CAPMT02,02/22/2020,P407US,P(P40),Offshore,Subcon,6.02,2025-09-30
1150106,ANZDELY,BFSI05,10/24/2003,N306GL,P(N30),Offshore,3,23.67,2025-09-30
1366857,EURDELY,INSUR03,11/15/2014,V013ME,P(V01),Offshore,Subcon,9.34,2025-09-30
475570,UKDELY,BFSI04,11/30/2009,T811GL,P(T81),Offshore,5,18.11,2025-09-30
733449,LADELY,BFSI04,04/02/2013,S710US,P(S71),Offshore,4,11.49,2025-09-30
740498,USDELY,WEALTH01,05/17/2023,R609EU,P(R60),Offshore,5,2.98,2025-09-30
678801,ANZDELY,BFSI05,01/05/2001,C210US,P(C21),Offshore,6,26.53,2025-09-30
1960188,LADELY,WEALTH01,10/29/2007,J802GL,P(J80),Offshore,5,18.47,2025-09-30
496236,INADELY,WEALTH01,05/21/2019,G601UK,P(G60),Offshore,4,9.19,2025-09-30
1251940,UKDELY,BFSI03,03/25/2009,B194EU,P(B19),Offshore,4,18.91,2025-09-30
1686677,INADELY,WEALTH02,08/15/2014,G601IN,P(G60),Onsite,4,12.89,2025-09-30
1116698,LADELY,WEALTH01,06/07/2017,M205HQ,P(M20),Offshore,5,8.47,2025-09-30
1304703,USDELY,BFSI03,10/20/2003,L104HQ,P(L10),Offshore,5,21.55,2025-09-30
393872,USDELY,BFSI05,06/04/2017,F520GL,P(F52),Onsite,4,8.66,2025-09-30
1030621,APDELY,WEALTH01,06/26/2007,G601GL,P(G60),Onsite,5,18.25,2025-09-30
1308996,ANZDELY,WEALTH02,09/26/2021,N306ANZ,P(N30),Offshore,4,7.24,2025-09-30
868016,APDELY,INSUR02,12/02/2021,Q508LA,P(Q50),Offshore,4,6.22,2025-09-30
622556,ANZDELY,WEALTH02,12/12/2012,J802GL,P(J80),Offshore,4,14.93,2025-09-30
1162859,UKDELY,BFSI01,01/07/2012,V013US,P(V01),Offshore,5,13.98,2025-09-30
1603844,INADELY,BANK01,01/26/2019,U912EU,P(U91),Offshore,3,8.85,2025-09-30
1844609,LADELY,BFSI03,08/21/2015,R609AP,P(R60),Onsite,6,12.85,2025-09-30
1636617,INADELY,BFSI04,09/23/2015,H710HQ,P(H71),Offshore,6,10.57,2025-09-30
1655948,USDELY,BANK01,09/26/2015,H710ANZ,P(H71),Offshore,5,9.27,2025-09-30
616775,EURDELY,INSUR03,01/30/2006,T811US,P(T81),Offshore,7,22.67,2025-09-30
1828330,APDELY,CAPMT01,07/24/2006,F520EU,P(F52),Offshore,5,21.41,2025-09-30
1036469,ANZDELY,BFSI02,10/29/2016,K903ME,P(K90),Offshore,5,11.73,2025-09-30
854839,UKDELY,BFSI02,05/24/2020,K903IN,P(K90),Offshore,7,3.78,2025-09-30
1542875,LADELY,WEALTH02,12/22/2023,N306US,P(N30),Offshore,4,4.31,2025-09-30
573162,USDELY,BANK02,07/20/2024,L104IN,P(L10),Offshore,5,2.04,2025-09-30
1885178,APDELY,BFSI05,06/19/2004,C210ANZ,P(C21),Offshore,5,19.78,2025-09-30
935443,UKDELY,INSUR03,12/01/2005,Q508EU,P(Q50),Offshore,6,22.62,2025-09-30
205748,APDELY,BANK01,09/05/2016,K903US,P(K90),Offshore,5,7.74,2025-09-30
1532507,APDELY,BFSI04,02/03/2004,J802ME,P(J80),Onsite,5,22.45,2025-09-30
1255036,USDELY,CAPMT02,05/12/2000,R609ANZ,P(R60),Offshore,5,28.74,2025-09-30
1465488,ANZDELY,BANK03,03/08/2017,D305EU,P(D30),Offshore,3,7.49,2025-09-30
1857567,USDELY,BFSI05,05/29/2006,P407UK,P(P40),Offshore,3,20.81,2025-09-30
932955,USDELY,BFSI03,06/20/2018,H710UK,P(H71),Offshore,5,6.78,2025-09-30
303628,INADELY,INSUR03,10/08/2015,V013ME,P(V01),Offshore,Subcon,9.09,2025-09-30
1361867,ANZDELY,BANK01,10/12/2012,U912HQ,P(U91),Offshore,5,15.62,2025-09-30
440850,UKDELY,INSUR02,07/28/2017,T811EU,P(T81),Onsite,4,11.08,2025-09-30
1047854,USDELY,BANK02,03/09/2003,J802LA,P(J80),Offshore,5,25.91,2025-09-30
286788,USDELY,BFSI02,05/22/2016,V013ME,P(V01),Onsite,5,10.13,2025-09-30
45000,EURDELY,BANK01,09/04/2009,B194AP,P(B19),Onsite,3,18.43,2025-09-30
1328208,INADELY,INSUR03,01/16/2018,Q508ME,P(Q50),Offshore,3,9.2,2025-09-30
185315,USDELY,BFSI02,12/20/2006,T811EU,P(T81),Offshore,5,20.36,2025-09-30
660472,APDELY,BFSI01,12/19/2010,J802ANZ,P(J80),Offshore,3,15.46,2025-09-30
658628,APDELY,BANK03,07/26/2000,G601US,P(G60),Offshore,5,24.41,2025-09-30
1106821,UKDELY,BFSI03,09/05/2016,K903UK,P(K90),Offshore,4,8.82,2025-09-30
1627806,MEADELY,BFSI02,03/14/2012,M205ME,P(M20),Offshore,5,16.84,2025-09-30
1050496,UKDELY,BFSI03,05/30/2022,N306ANZ,P(N30),Onsite,6,2.54,2025-09-30
1885416,EURDELY,BFSI01,10/28/2022,E412EU,P(E41),Offshore,2,1.4,2025-09-30
999362,USDELY,CAPMT02,08/02/2001,F520UK,P(F52),Offshore,5,26.28,2025-09-30
480842,USDELY,BFSI01,03/02/2012,Q508IN,P(Q50),Offshore,6,12.59,2025-09-30
386112,USDELY,BANK01,12/25/2017,T811ANZ,P(T81),Offshore,3,7.59,2025-09-30
696399,ANZDELY,INSUR02,07/19/2016,R609ANZ,P(R60),Offshore,4,9.13,2025-09-30
982924,USDELY,CAPMT02,07/07/2024,S710EU,P(S71),Offshore,5,0.5,2025-09-30
60143,USDELY,BANK01,01/10/2015,N306ANZ,P(N30),Offshore,2,13.38,2025-09-30
227996,USDELY,INSUR03,01/26/2022,J802ME,P(J80),Offshore,7,2.8,2025-09-30
205091,ANZDELY,BFSI02,07/12/2018,J802GL,P(J80),Offshore,5,10.51,2025-09-30
1227964,ANZDELY,BFSI04,05/11/2003,F520ME,P(F52),Onsite,5,24.12,2025-09-30
506546,USDELY,INSUR01,08/20/2014,M205ME,P(M20),Offshore,4,9.9,2025-09-30
295447,INADELY,BFSI03,12/21/2006,V013US,P(V01),Offshore,3,18.76,2025-09-30
1133915,USDELY,BANK01,10/30/2013,H710LA,P(H71),Offshore,5,10.78,2025-09-30
1743058,INADELY,INSUR02,08/23/2009,W114ANZ,P(W11),Offshore,6,14.97,2025-09-30
756046,USDELY,WEALTH01,09/02/2011,C210AP,P(C21),Onsite,6,17.25,2025-09-30
1175919,INADELY,BFSI01,09/22/2020,J802US,P(J80),Offshore,3,4.04,2025-09-30
1751416,INADELY,BFSI02,11/20/2008,J802UK,P(J80),Offshore,6,18.42,2025-09-30
1231221,EURDELY,BFSI02,11/22/2002,D305ANZ,P(D30),Offshore,4,25.32,2025-09-30
1908086,INADELY,CAPMT02,11/30/2001,M205US,P(M20),Onsite,7,26.87,2025-09-30
1733199,INADELY,BFSI05,03/02/2017,S710ANZ,P(S71),Onsite,5,8.07,2025-09-30
586678,USDELY,WEALTH02,01/09/2011,F520ANZ,P(F52),Offshore,5,17.55,2025-09-30
137882,ANZDELY,Others,10/21/2018,P407UK,P(P40),Offshore,4,7.99,2025-09-30
812156,INADELY,BANK02,06/04/2024,N306LA,P(N30),Offshore,6,2.56,2025-09-30
824494,USDELY,WEALTH02,10/28/2009,B194IN,P(B19),Offshore,3,15.74,2025-09-30
1120299,USDELY,BFSI01,02/28/2007,V013EU,P(V01),Offshore,3,18.33,2025-09-30
1612328,LADELY,BFSI05,06/03/2017,J802HQ,P(J80),Offshore,4,10.97,2025-09-30
506083,EURDELY,BFSI04,04/07/2001,N306HQ,P(N30),Offshore,5,25.73,2025-09-30
1190924,MEADELY,INSUR02,11/11/2013,S710GL,P(S71),Onsite,4,10.58,2025-09-30
51792,EURDELY,BANK02,01/13/2009,B194IN,P(B19),Offshore,6,16.01,2025-09-30
134897,ANZDELY,BANK03,12/22/2004,V013UK,P(V01),Offshore,6,23.99,2025-09-30
1487523,MEADELY,CAPMT02,07/13/2004,P407HQ,P(P40),Offshore,4,24.51,2025-09-30
1670614,APDELY,BANK03,10/25/2007,S710IN,P(S71),Offshore,5,20.79,2025-09-30
478162,APDELY,Others,10/05/2013,G601ME,P(G60),Offshore,5,11.29,2025-09-30
1999752,INADELY,INSUR02,06/15/2025,V013ME,P(V01),Offshore,3,3.31,2025-09-30
1351436,EURDELY,BFSI05,11/08/2014,S710UK,L(LEV),Offshore,5,14.22,2025-09-30
1344180,MEADELY,BANK03,01/13/2020,D305IN,P(D30),Onsite,2,7.59,2025-09-30
548250,INADELY,CAPMT02,04/24/2017,B194ANZ,P(B19),Offshore,5,7.68,2025-09-30
1044067,MEADELY,INSUR02,11/01/2016,N306GL,P(N30),Offshore,3,11.65,2025-09-30
351115,UKDELY,BFSI05,11/24/2000,C210AP,P(C21),Offshore,4,23.63,2025-09-30
1872126,USDELY,Others,03/05/2004,D305GL,P(D30),Offshore,4,24.45,2025-09-30
914550,MEADELY,INSUR01,06/23/2019,G601HQ,P(G60),Onsite,4,5.71,2025-09-30
868322,APDELY,WEALTH02,08/17/2012,U912AP,P(U91),Onsite,4,13.5,2025-09-30
332101,ANZDELY,INSUR01,12/06/2003,B194ME,P(B19),Offshore,4,23.23,2025-09-30
213396,ANZDELY,WEALTH02,09/04/2003,G601AP,P(G60),Onsite,5,24.41,2025-09-30
1035710,MEADELY,BFSI05,05/28/2024,K903US,P(K90),Offshore,4,1.66,2025-09-30
944858,ANZDELY,BFSI03,10/25/2011,R609LA,P(R60),Offshore,4,12.65,2025-09-30
189741,APDELY,CAPMT02,03/16/2010,U912ME,P(U91),Offshore,5,18.05,2025-09-30
1133055,APDELY,BFSI01,07/27/2010,S710HQ,P(S71),Onsite,5,18.11,2025-09-30
1062983,EURDELY,BFSI05,08/12/2006,T811HQ,P(T81),Offshore,3,18.41,2025-09-30
454365,INADELY,BFSI04,12/28/2018,F520ANZ,P(F52),Offshore,3,6.18,2025-09-30
1759251,EURDELY,INSUR03,11/26/2003,M205US,P(M20),Offshore,4,21.89,2025-09-30
1099865,UKDELY,BFSI03,06/10/2023,B194HQ,P(B19),Onsite,6,1.47,2025-09-30
1949714,ANZDELY,WEALTH02,01/10/2024,E412AP,P(E41),Offshore,6,1.46,2025-09-30
1209619,EURDELY,CAPMT01,05/09/2012,C210UK,P(C21),Offshore,4,15.21,2025-09-30
91332,USDELY,Others,03/18/2002,M205EU,P(M20),Offshore,5,26.44,2025-09-30
718556,INADELY,INSUR02,07/29/2012,L104AP,P(L10),Offshore,6,15.01,2025-09-30
291826,USDELY,WEALTH01,02/01/2012,R609IN,P(R60),Offshore,5,12.52,2025-09-30
453318,MEADELY,BFSI05,03/03/2023,Q508LA,P(Q50),Offshore,6,3.57,2025-09-30
147608,USDELY,BFSI05,01/31/2006,T811ME,P(T81),Offshore,6,20.92,2025-09-30
414254,INADELY,INSUR01,03/11/2011,H710ANZ,P(H71),Onsite,3,14.77,2025-09-30
584572,USDELY,BANK03,10/21/2017,R609GL,P(R60),Onsite,5,6.51,2025-09-30
1035060,EURDELY,BFSI02,09/24/2024,G601LA,P(G60),Onsite,4,3.9,2025-09-30
607833,ANZDELY,INSUR03,08/12/2009,C210UK,P(C21),Offshore,6,17.94,2025-09-30
1376477,UKDELY,Others,04/07/2021,B194ANZ,P(B19),Offshore,6,5.9,2025-09-30
479279,USDELY,INSUR01,01/04/2019,L104AP,P(L10),Offshore,6,7.45,2025-09-30
988736,USDELY,BANK03,10/24/2017,T811HQ,P(T81),Onsite,5,11.34,2025-09-30
1187460,APDELY,INSUR03,05/22/2013,W114AP,P(W11),Offshore,5,12.45,2025-09-30
1353424,USDELY,BFSI01,05/27/2013,K903AP,P(K90),Offshore,4,11.96,2025-09-30
1699108,INADELY,BANK01,05/03/2014,W114ME,P(W11),Offshore,5,13.1,2025-09-30
554056,MEADELY,BANK02,08/01/2001,P407ME,P(P40),Offshore,5,26.66,2025-09-30
1533685,INADELY,BFSI05,01/30/2016,U912LA,P(U91),Offshore,5,12.28,2025-09-30
626109,ANZDELY,BANK02,01/28/2025,F520AP,P(F52),Onsite,5,2.48,2025-09-30
1382448,ANZDELY,BANK01,10/10/2013,N306EU,P(N30),Offshore,5,12.24,2025-09-30
982576,INADELY,CAPMT01,03/12/2003,S710ANZ,P(S71),Onsite,5,21.57,2025-09-30
1121151,USDELY,WEALTH01,02/28/2006,C210UK,P(C21),Offshore,Subcon,22.94,2025-09-30
310362,USDELY,BFSI01,11/14/2021,G601US,P(G60),Offshore,4,3.86,2025-09-30
19884,UKDELY,CAPMT02,02/08/2007,H710UK,P(H71),Offshore,5,17.5,2025-09-30
1338519,UKDELY,Others,03/12/2017,Q508LA,P(Q50),Offshore,2,10.62,2025-09-30
1880672,USDELY,BANK03,10/20/2000,T811EU,P(T81),Offshore,5,24.6,2025-09-30
664504,ANZDELY,BANK01,09/24/2013,P407GL,P(P40),Offshore,4,11.92,2025-09-30
966146,INADELY,WEALTH02,02/26/2015,W114GL,P(W11),Offshore,5,9.68,2025-09-30
763403,INADELY,Others,11/09/2000,G601ME,P(G60),Offshore,4,23.96,2025-09-30
1246675,UKDELY,BFSI01,09/04/2001,E412IN,P(E41),Offshore,4,26.34,2025-09-30
1255549,LADELY,INSUR03,03/01/2002,E412ANZ,P(E41),Offshore,5,23.9,2025-09-30
1004881,INADELY,BFSI04,07/04/2013,H710ANZ,P(H71),Onsite,5,13.26,2025-09-30
888341,INADELY,INSUR01,04/12/2005,E412GL,P(E41),Offshore,4,21.37,2025-09-30
1641498,USDELY,WEALTH02,01/21/2016,T811EU,P(T81),Offshore,5,8.3,2025-09-30
1919156,USDELY,WEALTH02,07/09/2010,S710IN,P(S71),Offshore,2,18.18,2025-09-30
322778,MEADELY,BANK01,07/17/2004,T811US,P(T81),Offshore,6,21.9,2025-09-30
563910,UKDELY,CAPMT02,10/08/2001,E412UK,P(E41),Offshore,6,25.78,2025-09-30
1558831,ANZDELY,WEALTH01,03/17/2006,C210ANZ,P(C21),Onsite,5,19.74,2025-09-30
1314023,USDELY,INSUR03,05/17/2015,D305IN,P(D30),Offshore,4,13.6,2025-09-30
1762607,USDELY,BFSI05,06/25/2007,S710ME,P(S71),Offshore,3,16.97,2025-09-30
227502,UKDELY,Others,08/27/2019,V013LA,P(V01),Offshore,4,6.3,2025-09-30
1818952,APDELY,INSUR03,11/23/2021,F520LA,P(F52),Offshore,3,2.5,2025-09-30
1383579,USDELY,BFSI03,05/06/2025,T811HQ,P(T81),Offshore,4,3.18,2025-09-30
917747,APDELY,BFSI01,07/05/2015,J802LA,P(J80),Offshore,5,9.4,2025-09-30
34421,APDELY,WEALTH02,01/18/2021,G601GL,P(G60),Offshore,6,3.49,2025-09-30
682417,USDELY,INSUR02,09/27/2022,K903ANZ,P(K90),Offshore,4,3.44,2025-09-30
175319,UKDELY,WEALTH02,12/13/2003,V013LA,P(V01),Offshore,6,20.81,2025-09-30
1572879,APDELY,BANK01,06/30/2018,E412ME,P(E41),Offshore,3,9.8,2025-09-30
1876697,UKDELY,WEALTH01,04/16/2015,H710LA,P(H71),Onsite,4,9.99,2025-09-30
706197,EURDELY,BFSI03,03/22/2021,W114HQ,P(W11),Offshore,5,5.2,2025-09-30
1602409,APDELY,BANK03,12/06/2015,B194IN,P(B19),Offshore,6,9.69,2025-09-30
1482402,ANZDELY,INSUR03,04/20/2006,G601LA,P(G60),Offshore,6,19.91,2025-09-30
1291049,USDELY,BFSI03,09/02/2009,E412ME,P(E41),Offshore,5,18.07,2025-09-30
1597857,UKDELY,WEALTH02,03/17/2020,V013US,P(V01),Offshore,5,6.47,2025-09-30
19096,EURDELY,BFSI05,06/01/2019,C210GL,P(C21),Offshore,6,7.29,2025-09-30
1460846,EURDELY,CAPMT01,05/18/2017,F520US,P(F52),Offshore,5,8.39,2025-09-30
888003,LADELY,BFSI04,11/05/2017,J802AP,P(J80),Offshore,Subcon,8.58,2025-09-30
299784,UKDELY,INSUR01,07/28/2024,T811AP,P(T81),Offshore,6,4.27,2025-09-30
431294,USDELY,BANK02,12/13/2005,L104IN,P(L10),Offshore,Subcon,23.0,2025-09-30
1499717,ANZDELY,BANK01,07/19/2021,N306GL,P(N30),Offshore,5,6.16,2025-09-30
1850203,INADELY,INSUR01,10/10/2004,B194GL,P(B19),Onsite,3,22.74,2025-09-30
569894,INADELY,INSUR01,03/29/2011,G601AP,P(G60),Onsite,4,16.84,2025-09-30
1590401,EURDELY,INSUR02,08/06/2004,N306LA,P(N30),Offshore,5,22.37,2025-09-30
1566952,APDELY,BFSI01,12/01/2022,P407EU,P(P40),Offshore,6,2.68,2025-09-30
1952979,USDELY,WEALTH01,10/07/2024,Q508IN,P(Q50),Offshore,3,0.5,2025-09-30
1750601,USDELY,INSUR01,07/08/2024,N306HQ,P(N30),Onsite,5,3.27,2025-09-30
626935,UKDELY,INSUR03,10/18/2007,D305UK,P(D30),Onsite,5,16.57,2025-09-30
1177271,USDELY,BFSI01,06/10/2011,G601HQ,P(G60),Offshore,2,17.41,2025-09-30
332339,MEADELY,BANK02,07/05/2013,W114ANZ,P(W11),Offshore,5,12.44,2025-09-30
1111833,USDELY,CAPMT01,01/22/2003,G601GL,P(G60),Onsite,6,23.82,2025-09-30
202823,USDELY,WEALTH02,11/07/2014,H710IN,P(H71),Onsite,4,13.07,2025-09-30
1187204,INADELY,INSUR02,07/09/2015,B194US,P(B19),Offshore,5,11.71,2025-09-30
93628,APDELY,BANK03,01/31/2005,M205ME,P(M20),Offshore,4,20.49,2025-09-30
1088584,INADELY,BFSI02,12/19/2001,R609LA,P(R60),Offshore,4,23.8,2025-09-30
1998544,ANZDELY,INSUR01,04/30/2000,U912GL,P(U91),Onsite,5,26.98,2025-09-30
1823933,APDELY,CAPMT02,02/14/2024,E412EU,P(E41),Offshore,6,3.75,2025-09-30
1365937,INADELY,BFSI01,01/24/2001,D305UK,P(D30),Offshore,5,23.53,2025-09-30
383276,INADELY,CAPMT01,03/18/2010,U912US,P(U91),Offshore,6,16.21,2025-09-30
918119,USDELY,BFSI01,12/28/2023,P407US,P(P40),Offshore,2,0.5,2025-09-30
1479856,INADELY,BANK01,10/04/2004,N306GL,P(N30),Offshore,4,22.43,2025-09-30
1614896,MEADELY,CAPMT01,05/19/2001,P407ME,P(P40),Offshore,5,23.46,2025-09-30
1680948,INADELY,BANK03,06/18/2006,U912AP,P(U91),Offshore,4,22.53,2025-09-30
33383,EURDELY,BFSI02,07/12/2005,U912UK,P(U91),Offshore,3,20.6,2025-09-30
648983,USDELY,BFSI05,07/05/2018,N306EU,P(N30),Offshore,6,6.36,2025-09-30
473025,EURDELY,WEALTH01,02/20/2005,K903EU,P(K90),Offshore,4,23.28,2025-09-30
1361980,EURDELY,BANK02,03/31/2011,L104US,P(L10),Offshore,3,15.35,2025-09-30
758973,ANZDELY,WEALTH01,10/15/2012,J802US,P(J80),Offshore,5,12.96,2025-09-30
698591,EURDELY,CAPMT02,11/01/2006,L104HQ,P(L10),Offshore,5,18.91,2025-09-30
363662,ANZDELY,BANK02,07/25/2019,J802EU,P(J80),Offshore,4,8.0,2025-09-30
1851060,UKDELY,BFSI02,09/13/2013,R609IN,P(R60),Onsite,5,13.69,2025-09-30
1775367,USDELY,BFSI02,10/23/2008,F520GL,P(F52),Offshore,4,15.73,2025-09-30
1880880,ANZDELY,INSUR03,03/04/2018,T811ANZ,P(T81),Onsite,5,6.17,2025-09-30
1149737,MEADELY,BANK01,09/01/2006,U912LA,P(U91),Offshore,4,21.35,2025-09-30
290769,UKDELY,BFSI05,10/18/2017,T811US,P(T81),Onsite,4,7.56,2025-09-30
1597976,UKDELY,BFSI04,01/14/2008,R609UK,P(R60),Offshore,5,20.49,2025-09-30
1553335,INADELY,INSUR02,10/25/2009,N306ANZ,P(N30),Offshore,5,15.67,2025-09-30
99775,APDELY,BANK02,05/29/2017,T811IN,P(T81),Offshore,5,6.99,2025-09-30
226478,INADELY,CAPMT01,10/24/2011,T811AP,P(T81),Offshore,5,14.23,2025-09-30
776082,EURDELY,BANK03,04/14/2011,D305GL,P(D30),Offshore,4,15.46,2025-09-30
1723869,INADELY,BFSI02,04/18/2000,S710LA,P(S71),Onsite,5,24.69,2025-09-30
1089071,APDELY,INSUR02,05/20/2008,H710UK,P(H71),Offshore,4,19.86,2025-09-30
879507,INADELY,CAPMT02,06/23/2021,E412LA,P(E41),Offshore,5,5.92,2025-09-30
57072,USDELY,BFSI04,03/24/2007,F520HQ,P(F52),Offshore,4,21.39,2025-09-30
127255,USDELY,BANK01,03/09/2018,G601GL,P(G60),Offshore,5,6.07,2025-09-30
1996535,ANZDELY,BFSI04,02/22/2021,R609HQ,P(R60),Onsite,6,7.17,2025-09-30
1676430,EURDELY,WEALTH01,11/30/2022,G601HQ,P(G60),Offshore,4,2.96,2025-09-30
1261021,EURDELY,CAPMT02,04/16/2017,J802ME,P(J80),Onsite,4,9.48,2025-09-30
1743325,ANZDELY,BFSI03,05/06/2021,E412UK,P(E41),Offshore,6,7.2,2025-09-30
205433,UKDELY,CAPMT02,03/10/2024,F520HQ,P(F52),Offshore,6,3.85,2025-09-30
1104806,UKDELY,CAPMT01,03/30/2019,C210GL,P(C21),Offshore,4,8.87,2025-09-30
745089,EURDELY,BFSI02,02/01/2019,V013US,P(V01),Offshore,4,6.24,2025-09-30
604053,EURDELY,BFSI03,07/25/2011,U912ME,P(U91),Offshore,4,16.55,2025-09-30
1100019,ANZDELY,INSUR03,05/04/2018,H710IN,P(H71),Onsite,4,9.08,2025-09-30
557991,INADELY,INSUR01,05/26/2016,Q508HQ,P(Q50),Offshore,5,9.75,2025-09-30
876602,EURDELY,BANK01,01/07/2008,U912LA,P(U91),Offshore,4,17.41,2025-09-30
1221422,USDELY,BFSI05,05/05/2005,P407UK,P(P40),Offshore,5,22.32,2025-09-30
220299,USDELY,CAPMT01,09/11/2024,P407IN,P(P40),Offshore,5,0.5,2025-09-30
1343529,ANZDELY,INSUR02,02/26/2021,D305UK,P(D30),Offshore,6,3.33,2025-09-30
787697,ANZDELY,BFSI01,12/21/2017,C210ME,P(C21),Offshore,5,9.75,2025-09-30
1993309,INADELY,BANK01,09/10/2019,G601LA,P(G60),Offshore,2,9.12,2025-09-30
418413,ANZDELY,BANK03,02/20/2023,W114GL,P(W11),Offshore,5,4.39,2025-09-30
511757,APDELY,INSUR01,05/17/2012,G601US,P(G60),Offshore,6,13.76,2025-09-30
1095785,ANZDELY,BANK03,08/26/2024,D305US,P(D30),Offshore,4,4.08,2025-09-30
738708,LADELY,BFSI05,09/22/2008,K903EU,P(K90),Offshore,5,15.46,2025-09-30
863823,UKDELY,INSUR03,07/27/2022,U912US,P(U91),Offshore,4,5.61,2025-09-30
1847342,EURDELY,BANK02,11/11/2019,V013AP,P(V01),Offshore,Subcon,8.15,2025-09-30
1636548,UKDELY,INSUR02,03/24/2001,R609HQ,P(R60),Offshore,5,24.85,2025-09-30
1429589,INADELY,INSUR02,11/03/2015,M205ME,P(M20),Onsite,5,12.48,2025-09-30
612489,ANZDELY,INSUR03,11/15/2024,M205US,P(M20),Offshore,6,1.05,2025-09-30
393326,MEADELY,INSUR02,12/15/2008,H710LA,P(H71),Offshore,4,16.53,2025-09-30
435232,INADELY,WEALTH02,12/30/2006,W114IN,P(W11),Onsite,5,17.56,2025-09-30
1297288,ANZDELY,INSUR03,08/19/2021,U912ANZ,P(U91),Offshore,4,7.02,2025-09-30
1039293,USDELY,CAPMT02,11/05/2017,T811AP,P(T81),Offshore,4,6.59,2025-09-30
1013109,MEADELY,BFSI03,07/30/2015,C210GL,P(C21),Offshore,4,9.46,2025-09-30
1474324,UKDELY,BANK03,07/12/2000,M205ANZ,P(M20),Offshore,5,24.14,2025-09-30
1295088,INADELY,BANK03,10/16/2011,G601GL,P(G60),Offshore,4,15.44,2025-09-30
395694,UKDELY,BFSI04,09/12/2016,H710ME,P(H71),Offshore,4,9.72,2025-09-30
1217734,APDELY,BFSI04,07/30/2010,E412AP,P(E41),Offshore,5,14.56,2025-09-30
1001925,INADELY,BANK02,05/30/2022,G601ME,P(G60),Offshore,4,4.9,2025-09-30
1656962,UKDELY,INSUR01,06/21/2025,K903GL,P(K90),Onsite,3,0.5,2025-09-30
1716700,USDELY,INSUR03,01/05/2015,E412LA,P(E41),Offshore,4,11.94,2025-09-30
731714,ANZDELY,BANK01,12/03/2008,E412IN,P(E41),Offshore,5,17.93,2025-09-30
754717,USDELY,BFSI04,01/18/2020,T811LA,P(T81),Offshore,6,5.55,2025-09-30
1830868,USDELY,INSUR02,02/26/2018,M205ME,P(M20),Onsite,6,6.82,2025-09-30
667419,USDELY,BANK03,09/27/2017,L104AP,P(L10),Offshore,4,10.74,2025-09-30
1578450,EURDELY,INSUR03,07/04/2007,R609ME,P(R60),Onsite,4,20.29,2025-09-30
1982240,INADELY,WEALTH02,06/27/2007,D305EU,P(D30),Onsite,4,21.36,2025-09-30
1160148,ANZDELY,CAPMT01,09/25/2003,P407GL,P(P40),Offshore,3,20.85,2025-09-30
658797,USDELY,BANK03,09/02/2005,L104LA,P(L10),Offshore,4,18.63,2025-09-30
1814324,MEADELY,BFSI05,03/31/2024,S710LA,P(S71),Offshore,7,0.59,2025-09-30
1249062,EURDELY,WEALTH02,06/25/2023,V013ME,P(V01),Offshore,5,5.22,2025-09-30
1141766,USDELY,Others,10/23/2013,D305LA,P(D30),Offshore,4,11.87,2025-09-30
1107473,INADELY,WEALTH02,11/11/2012,F520IN,P(F52),Onsite,5,15.91,2025-09-30
638328,ANZDELY,CAPMT02,05/16/2010,Q508AP,P(Q50),Offshore,6,14.73,2025-09-30
837855,USDELY,INSUR03,11/23/2009,P407ME,P(P40),Offshore,4,15.46,2025-09-30
607010,APDELY,BFSI03,07/10/2018,U912AP,P(U91),Onsite,4,6.32,2025-09-30
1345660,UKDELY,Others,01/25/2022,R609AP,P(R60),Onsite,4,2.34,2025-09-30
399939,LADELY,BFSI04,08/10/2005,L104AP,P(L10),Offshore,5,19.72,2025-09-30
40880,UKDELY,BFSI01,12/22/2013,M205ME,P(M20),Offshore,6,12.04,2025-09-30
702581,ANZDELY,INSUR01,12/15/2011,F520ANZ,P(F52),Onsite,5,14.56,2025-09-30
1888416,INADELY,WEALTH01,06/21/2005,P407ANZ,P(P40),Offshore,Subcon,20.61,2025-09-30
528336,INADELY,INSUR01,09/02/2020,C210EU,P(C21),Onsite,5,6.82,2025-09-30
1001587,USDELY,BFSI03,02/11/2007,L104IN,P(L10),Onsite,5,21.73,2025-09-30
